TURNO;NOME_AGENTE;COR_PECA;PLY_TIME;MAX DEPTH; MAX BRANCH; BFACTOR; TOTAL_NODES;RESULTADO;
10;MINIMAX;2;0.079;4;26;20.0;59568; ;
11;MINIMAX;1;0.11;4;25;13.0;83686; ;
12;MINIMAX;2;0.058;4;26;16.0;44572; ;
13;MINIMAX;1;0.082;4;22;14.0;64746; ;
14;MINIMAX;2;0.069;4;22;15.0;53482; ;
15;MINIMAX;1;0.063;4;21;14.0;48567; ;
16;MINIMAX;2;0.064;4;23;15.0;46938; ;
17;MINIMAX;1;0.056;4;21;13.0;43252; ;
18;MINIMAX;2;0.045;4;20;13.0;34063; ;
19;MINIMAX;1;0.043;4;21;14.0;32483; ;
20;MINIMAX;2;0.035;4;20;12.0;25957; ;
21;MINIMAX;1;0.025;4;19;12.0;19276; ;
22;MINIMAX;2;0.042;4;22;14.0;32230; ;
23;MINIMAX;1;0.051;4;20;14.0;39492; ;
24;MINIMAX;2;0.044;4;21;13.0;32898; ;
25;MINIMAX;1;0.034;4;20;12.0;25208; ;
26;MINIMAX;2;0.025;4;18;12.0;18255; ;
27;MINIMAX;1;0.028;4;20;13.0;20554; ;
28;MINIMAX;2;0.041;4;21;13.0;32898; ;
29;MINIMAX;1;0.033;4;20;12.0;25208; ;
30;MINIMAX;2;0.025;4;18;12.0;18255;EMPATE;
1;MINIMAX;2;0.018;4;16;11.0;13602; ;
2;MINIMAX;1;0.025;4;19;13.0;19638; ;
3;MINIMAX;2;0.046;4;20;14.0;34205; ;
4;MINIMAX;1;0.054;4;20;13.0;41096; ;
5;MINIMAX;2;0.066;4;23;16.0;46937; ;
6;MINIMAX;1;0.058;4;22;12.0;44669; ;
7;MINIMAX;2;0.062;4;26;17.0;46069; ;
8;MINIMAX;1;0.086;4;23;13.0;65951; ;
9;MINIMAX;2;0.062;4;24;17.0;44763; ;
10;MINIMAX;1;0.054;4;23;12.0;41149; ;
11;MINIMAX;2;0.047;4;21;15.0;35384; ;
12;MINIMAX;1;0.049;4;20;12.0;37720; ;
13;MINIMAX;2;0.053;4;24;16.0;38105; ;
14;MINIMAX;1;0.054;4;23;12.0;41456; ;
15;MINIMAX;2;0.057;4;22;15.0;43068; ;
16;MINIMAX;1;0.059;4;21;13.0;46117; ;
17;MINIMAX;2;0.081;4;24;17.0;61485; ;
18;MINIMAX;1;0.1;4;22;14.0;78860; ;
19;MINIMAX;2;0.097;4;24;17.0;61354; ;
20;MINIMAX;1;0.08;4;21;13.0;62562; ;
21;MINIMAX;2;0.06;4;23;15.0;42257; ;
22;MINIMAX;1;0.047;4;20;14.0;35866; ;
23;MINIMAX;2;0.05;4;20;14.0;38966; ;
24;MINIMAX;1;0.061;4;23;15.0;48543; ;
25;MINIMAX;2;0.061;4;22;14.0;45997; ;
26;MINIMAX;1;0.048;4;22;15.0;36627; ;
27;MINIMAX;2;0.075;4;22;15.0;57351; ;
28;MINIMAX;1;0.09;4;26;17.0;66555; ;
29;MINIMAX;2;0.095;4;24;13.0;68301; ;
30;MINIMAX;1;0.087;4;24;16.0;62388;EMPATE;
1;MINIMAX;1;0.02;4;16;11.0;13602; ;
2;MINIMAX;2;0.029;4;19;13.0;19638; ;
3;MINIMAX;1;0.048;4;20;14.0;34205; ;
4;MINIMAX;2;0.06;4;21;13.0;42734; ;
5;MINIMAX;1;0.068;4;23;15.0;45274; ;
6;MINIMAX;2;0.093;4;22;16.0;69084; ;
7;MINIMAX;1;0.061;4;21;13.0;47826; ;
8;MINIMAX;2;0.051;4;21;14.0;37036; ;
9;MINIMAX;1;0.039;4;20;12.0;31000; ;
10;MINIMAX;2;0.052;4;23;16.0;40346; ;
11;MINIMAX;1;0.103;4;23;14.0;79361; ;
12;MINIMAX;2;0.11;4;25;16.0;84921; ;
13;MINIMAX;1;0.09;4;22;15.0;68790; ;
14;MINIMAX;2;0.058;4;24;15.0;42988; ;
15;MINIMAX;1;0.049;4;21;13.0;37654; ;
16;MINIMAX;2;0.028;4;19;12.0;21604; ;
17;MINIMAX;1;0.042;4;21;13.0;29674; ;
18;MINIMAX;2;0.047;4;20;14.0;35579; ;
19;MINIMAX;1;0.035;4;19;13.0;25922; ;
20;MINIMAX;2;0.036;4;20;13.0;26232; ;
21;MINIMAX;1;0.042;4;19;13.0;32045; ;
22;MINIMAX;2;0.051;4;23;14.0;35144; ;
23;MINIMAX;1;0.032;4;20;13.0;23913; ;
24;MINIMAX;2;0.03;4;19;12.0;20660; ;
25;MINIMAX;1;0.031;4;23;13.0;22359; ;
26;MINIMAX;2;0.028;4;20;12.0;19427; ;
27;MINIMAX;1;0.031;4;21;13.0;21879; ;
28;MINIMAX;2;0.031;4;21;12.0;23027; ;
29;MINIMAX;1;0.025;4;20;13.0;17207; ;
30;MINIMAX;2;0.022;4;20;12.0;17151;EMPATE;
1;MINIMAX;2;0.017;4;16;11.0;13602; ;
2;MINIMAX;1;0.026;4;19;12.0;19624; ;
3;MINIMAX;2;0.043;4;20;14.0;31692; ;
4;MINIMAX;1;0.073;4;23;15.0;56038; ;
5;MINIMAX;2;0.066;4;22;14.0;50773; ;
6;MINIMAX;1;0.08;4;26;17.0;61744; ;
7;MINIMAX;2;0.073;4;25;12.0;56794; ;
8;MINIMAX;1;0.067;4;27;19.0;51882; ;
9;MINIMAX;2;0.065;4;26;10.0;50839; ;
10;MINIMAX;1;0.031;4;25;16.0;23657; ;
11;MINIMAX;2;0.051;4;25;11.0;39749; ;
12;MINIMAX;1;0.039;4;25;16.0;28724; ;
13;MINIMAX;2;0.033;4;24;11.0;24562; ;
14;MINIMAX;1;0.045;4;24;15.0;35230; ;
15;MINIMAX;2;0.075;4;21;13.0;56480; ;
16;MINIMAX;1;0.063;4;23;17.0;49834; ;
17;MINIMAX;2;0.081;4;22;13.0;66134; ;
18;MINIMAX;1;0.062;4;23;15.0;48646; ;
19;MINIMAX;2;0.054;4;22;13.0;41082; ;
20;MINIMAX;1;0.058;4;21;15.0;45259; ;
21;MINIMAX;2;0.056;4;21;13.0;39172; ;
22;MINIMAX;1;0.047;4;21;15.0;36935; ;
23;MINIMAX;2;0.059;4;22;14.0;45727;VITORIA;
1;MINIMAX;1;0.02;4;16;11.0;13602; ;
2;MINIMAX;2;0.026;4;19;12.0;19624; ;
3;MINIMAX;1;0.042;4;20;14.0;31692; ;
4;MINIMAX;2;0.074;4;23;15.0;56038; ;
5;MINIMAX;1;0.064;4;22;14.0;50773; ;
6;MINIMAX;2;0.086;4;26;17.0;61744; ;
7;MINIMAX;1;0.074;4;25;12.0;56794; ;
8;MINIMAX;2;0.067;4;27;19.0;51882; ;
9;MINIMAX;1;0.082;4;26;12.0;62500; ;
10;MINIMAX;2;0.041;4;25;16.0;30717; ;
11;MINIMAX;1;0.041;4;24;11.0;31821; ;
12;MINIMAX;2;0.039;4;22;14.0;27717; ;
13;MINIMAX;1;0.066;4;21;13.0;50307; ;
14;MINIMAX;2;0.053;4;22;15.0;40810; ;
15;MINIMAX;1;0.083;4;23;15.0;64988; ;
16;MINIMAX;2;0.069;4;22;14.0;54776; ;
17;MINIMAX;1;0.054;4;22;14.0;39381; ;
18;MINIMAX;2;0.063;4;21;15.0;50154; ;
19;MINIMAX;1;0.046;4;22;14.0;35080; ;
20;MINIMAX;2;0.063;4;21;14.0;48418; ;
21;MINIMAX;1;0.036;4;21;12.0;28607;VITORIA;
1;MINIMAX;2;0.02;4;16;11.0;13602; ;
2;MINIMAX;1;0.028;4;19;13.0;19638; ;
3;MINIMAX;2;0.045;4;20;14.0;34205; ;
4;MINIMAX;1;0.054;4;20;13.0;41096; ;
5;MINIMAX;2;0.063;4;23;16.0;46937; ;
6;MINIMAX;1;0.069;4;23;12.0;51026; ;
7;MINIMAX;2;0.052;4;20;15.0;40018; ;
8;MINIMAX;1;0.039;4;19;12.0;29666; ;
9;MINIMAX;2;0.029;4;18;12.0;21796; ;
10;MINIMAX;1;0.051;4;22;14.0;39072; ;
11;MINIMAX;2;0.037;4;20;12.0;28741; ;
12;MINIMAX;1;0.04;4;25;16.0;29449; ;
13;MINIMAX;2;0.06;4;23;12.0;44434; ;
14;MINIMAX;1;0.045;4;22;15.0;33026; ;
15;MINIMAX;2;0.042;4;21;12.0;32078; ;
16;MINIMAX;1;0.033;4;24;16.0;24639; ;
17;MINIMAX;2;0.038;4;24;11.0;29695; ;
18;MINIMAX;1;0.024;4;22;14.0;17414; ;
19;MINIMAX;2;0.041;4;20;13.0;32509; ;
20;MINIMAX;1;0.041;4;22;14.0;27937; ;
21;MINIMAX;2;0.029;4;20;11.0;21389; ;
22;MINIMAX;1;0.026;4;25;15.0;20858; ;
23;MINIMAX;2;0.037;4;25;11.0;27342; ;
24;MINIMAX;1;0.031;4;23;15.0;24342; ;
25;MINIMAX;2;0.03;4;22;11.0;23129; ;
26;MINIMAX;1;0.05;4;26;16.0;37076; ;
27;MINIMAX;2;0.073;4;24;12.0;56796; ;
28;MINIMAX;1;0.049;4;24;15.0;37291; ;
29;MINIMAX;2;0.044;4;24;11.0;34315; ;
30;MINIMAX;1;0.041;4;24;16.0;31943;EMPATE;
1;MINIMAX;1;0.018;4;16;11.0;13602; ;
2;MINIMAX;2;0.027;4;19;13.0;19638; ;
3;MINIMAX;1;0.047;4;20;14.0;34205; ;
4;MINIMAX;2;0.054;4;20;13.0;41096; ;
5;MINIMAX;1;0.064;4;23;16.0;46937; ;
6;MINIMAX;2;0.11;4;23;15.0;84630; ;
7;MINIMAX;1;0.106;4;24;14.0;79159; ;
8;MINIMAX;2;0.083;4;24;16.0;64675; ;
9;MINIMAX;1;0.053;4;23;13.0;41718; ;
10;MINIMAX;2;0.05;4;25;15.0;38075; ;
11;MINIMAX;1;0.064;4;23;14.0;50030; ;
12;MINIMAX;2;0.059;4;25;14.0;44860; ;
13;MINIMAX;1;0.061;4;22;15.0;45235; ;
14;MINIMAX;2;0.106;4;26;17.0;79980; ;
15;MINIMAX;1;0.131;4;22;14.0;92259; ;
16;MINIMAX;2;0.07;4;24;15.0;55429; ;
17;MINIMAX;1;0.052;4;23;13.0;40781; ;
18;MINIMAX;2;0.037;4;21;13.0;27712; ;
19;MINIMAX;1;0.035;4;20;13.0;26792; ;
20;MINIMAX;2;0.041;4;19;13.0;29688; ;
21;MINIMAX;1;0.034;4;22;14.0;25938; ;
22;MINIMAX;2;0.058;4;21;13.0;44866; ;
23;MINIMAX;1;0.058;4;23;15.0;45028; ;
24;MINIMAX;2;0.076;4;23;13.0;58251; ;
25;MINIMAX;1;0.072;4;22;15.0;55729; ;
26;MINIMAX;2;0.065;4;23;14.0;52064; ;
27;MINIMAX;1;0.064;4;22;16.0;50240; ;
28;MINIMAX;2;0.076;4;22;14.0;56791; ;
29;MINIMAX;1;0.089;4;23;16.0;69354; ;
30;MINIMAX;2;0.085;4;23;14.0;67012;EMPATE;
1;MINIMAX;2;0.019;4;16;11.0;13602; ;
2;MINIMAX;1;0.027;4;19;13.0;19638; ;
3;MINIMAX;2;0.044;4;20;14.0;34205; ;
4;MINIMAX;1;0.053;4;20;13.0;41096; ;
5;MINIMAX;2;0.062;4;23;16.0;46937; ;
6;MINIMAX;1;0.06;4;22;12.0;44669; ;
7;MINIMAX;2;0.058;4;26;17.0;46069; ;
8;MINIMAX;1;0.082;4;23;13.0;65951; ;
9;MINIMAX;2;0.059;4;24;17.0;44763; ;
10;MINIMAX;1;0.064;4;24;12.0;48552; ;
11;MINIMAX;2;0.048;4;21;15.0;36448; ;
12;MINIMAX;1;0.058;4;23;14.0;45519; ;
13;MINIMAX;2;0.066;4;22;14.0;52118; ;
14;MINIMAX;1;0.049;4;20;14.0;37665; ;
15;MINIMAX;2;0.036;4;20;13.0;26397; ;
16;MINIMAX;1;0.043;4;19;13.0;32787; ;
17;MINIMAX;2;0.044;4;22;14.0;33975; ;
18;MINIMAX;1;0.048;4;20;13.0;35914; ;
19;MINIMAX;2;0.035;4;20;13.0;26397; ;
20;MINIMAX;1;0.038;4;22;14.0;27786; ;
21;MINIMAX;2;0.046;4;21;13.0;35274; ;
22;MINIMAX;1;0.056;4;26;17.0;44390; ;
23;MINIMAX;2;0.058;4;21;12.0;45074; ;
24;MINIMAX;1;0.036;4;22;14.0;27786; ;
25;MINIMAX;2;0.047;4;21;13.0;35274; ;
26;MINIMAX;1;0.059;4;26;17.0;44390; ;
27;MINIMAX;2;0.059;4;21;12.0;45074; ;
28;MINIMAX;1;0.037;4;22;14.0;27786; ;
29;MINIMAX;2;0.045;4;21;13.0;35274; ;
30;MINIMAX;1;0.058;4;26;17.0;44390;EMPATE;
1;MINIMAX;1;0.02;4;16;11.0;13602; ;
2;MINIMAX;2;0.025;4;19;13.0;19638; ;
3;MINIMAX;1;0.043;4;20;14.0;34205; ;
4;MINIMAX;2;0.053;4;20;13.0;41096; ;
5;MINIMAX;1;0.06;4;23;16.0;46937; ;
6;MINIMAX;2;0.114;4;23;15.0;84630; ;
7;MINIMAX;1;0.085;4;22;16.0;64392; ;
8;MINIMAX;2;0.109;4;25;17.0;81501; ;
9;MINIMAX;1;0.094;4;22;14.0;72159; ;
10;MINIMAX;2;0.076;4;23;15.0;56738; ;
11;MINIMAX;1;0.068;4;23;13.0;51660; ;
12;MINIMAX;2;0.062;4;26;17.0;47856; ;
13;MINIMAX;1;0.09;4;25;12.0;69388; ;
14;MINIMAX;2;0.046;4;25;16.0;35604; ;
15;MINIMAX;1;0.055;4;22;12.0;40983; ;
16;MINIMAX;2;0.049;4;26;16.0;37507; ;
17;MINIMAX;1;0.047;4;26;11.0;36205; ;
18;MINIMAX;2;0.028;4;23;15.0;21783; ;
19;MINIMAX;1;0.039;4;22;11.0;30082; ;
20;MINIMAX;2;0.053;4;24;16.0;41025; ;
21;MINIMAX;1;0.081;4;24;13.0;58423;VITORIA;
1;MINIMAX;2;0.018;4;16;11.0;13602; ;
2;MINIMAX;1;0.027;4;19;13.0;19638; ;
3;MINIMAX;2;0.052;4;20;14.0;34205; ;
4;MINIMAX;1;0.052;4;20;13.0;41096; ;
5;MINIMAX;2;0.064;4;23;16.0;46937; ;
6;MINIMAX;1;0.057;4;22;12.0;44669; ;
7;MINIMAX;2;0.062;4;26;17.0;46069; ;
8;MINIMAX;1;0.087;4;23;13.0;65951; ;
9;MINIMAX;2;0.061;4;24;17.0;44763; ;
10;MINIMAX;1;0.054;4;23;12.0;41149; ;
11;MINIMAX;2;0.05;4;21;15.0;35384; ;
12;MINIMAX;1;0.048;4;20;12.0;37720; ;
13;MINIMAX;2;0.05;4;24;16.0;38105; ;
14;MINIMAX;1;0.052;4;23;12.0;41456; ;
15;MINIMAX;2;0.058;4;22;15.0;43068; ;
16;MINIMAX;1;0.06;4;21;13.0;46117; ;
17;MINIMAX;2;0.08;4;24;17.0;61485; ;
18;MINIMAX;1;0.103;4;22;14.0;78860; ;
19;MINIMAX;2;0.074;4;23;15.0;55854; ;
20;MINIMAX;1;0.068;4;23;15.0;51083; ;
21;MINIMAX;2;0.073;4;22;14.0;55687; ;
22;MINIMAX;1;0.059;4;22;15.0;45580; ;
23;MINIMAX;2;0.047;4;22;12.0;35835; ;
24;MINIMAX;1;0.06;4;26;17.0;47570; ;
25;MINIMAX;2;0.074;4;25;12.0;55197; ;
26;MINIMAX;1;0.055;4;23;15.0;43184; ;
27;MINIMAX;2;0.05;4;21;13.0;38368; ;
28;MINIMAX;1;0.04;4;22;15.0;32899; ;
29;MINIMAX;2;0.045;4;20;13.0;33757;VITORIA;
1;MINIMAX;1;0.018;4;16;11.0;13602; ;
2;MINIMAX;2;0.027;4;19;12.0;19624; ;
3;MINIMAX;1;0.041;4;20;14.0;31692; ;
4;MINIMAX;2;0.074;4;23;15.0;56038; ;
5;MINIMAX;1;0.065;4;22;14.0;50773; ;
6;MINIMAX;2;0.083;4;26;17.0;61744; ;
7;MINIMAX;1;0.073;4;25;12.0;56794; ;
8;MINIMAX;2;0.068;4;27;19.0;51882; ;
9;MINIMAX;1;0.086;4;26;12.0;62500; ;
10;MINIMAX;2;0.079;4;26;20.0;59568; ;
11;MINIMAX;1;0.111;4;25;13.0;83686; ;
12;MINIMAX;2;0.058;4;26;16.0;44572; ;
13;MINIMAX;1;0.053;4;24;13.0;41788; ;
14;MINIMAX;2;0.057;4;23;14.0;42136; ;
15;MINIMAX;1;0.073;4;23;15.0;55082; ;
16;MINIMAX;2;0.074;4;23;14.0;57150; ;
17;MINIMAX;1;0.063;4;21;14.0;47518; ;
18;MINIMAX;2;0.058;4;23;15.0;44732; ;
19;MINIMAX;1;0.06;4;21;13.0;48479; ;
20;MINIMAX;2;0.059;4;23;16.0;43971; ;
21;MINIMAX;1;0.073;4;21;13.0;58579; ;
22;MINIMAX;2;0.081;4;23;17.0;63065; ;
23;MINIMAX;1;0.099;4;22;15.0;81419; ;
24;MINIMAX;2;0.083;4;22;16.0;64190;VITORIA;
1;MINIMAX;2;0.02;4;16;11.0;13602; ;
2;MINIMAX;1;0.026;4;19;13.0;19638; ;
3;MINIMAX;2;0.044;4;20;14.0;34205; ;
4;MINIMAX;1;0.054;4;20;13.0;41096; ;
5;MINIMAX;2;0.06;4;23;16.0;46937; ;
6;MINIMAX;1;0.067;4;23;12.0;51026; ;
7;MINIMAX;2;0.054;4;20;15.0;40018; ;
8;MINIMAX;1;0.037;4;19;12.0;29666; ;
9;MINIMAX;2;0.037;4;18;12.0;21796; ;
10;MINIMAX;1;0.05;4;22;14.0;39072; ;
11;MINIMAX;2;0.038;4;20;12.0;28741; ;
12;MINIMAX;1;0.04;4;25;16.0;29449; ;
13;MINIMAX;2;0.057;4;23;12.0;44434; ;
14;MINIMAX;1;0.044;4;22;15.0;33026; ;
15;MINIMAX;2;0.043;4;21;12.0;32078; ;
16;MINIMAX;1;0.034;4;24;16.0;24639; ;
17;MINIMAX;2;0.037;4;24;11.0;29695; ;
18;MINIMAX;1;0.023;4;22;14.0;17414; ;
19;MINIMAX;2;0.045;4;20;13.0;32509; ;
20;MINIMAX;1;0.038;4;22;14.0;27937; ;
21;MINIMAX;2;0.029;4;20;11.0;21389; ;
22;MINIMAX;1;0.028;4;25;15.0;20858; ;
23;MINIMAX;2;0.041;4;23;12.0;31951; ;
24;MINIMAX;1;0.046;4;23;15.0;34941; ;
25;MINIMAX;2;0.048;4;21;13.0;36134; ;
26;MINIMAX;1;0.033;4;20;13.0;24390; ;
27;MINIMAX;2;0.042;4;20;13.0;33436; ;
28;MINIMAX;1;0.069;4;24;16.0;52623; ;
29;MINIMAX;2;0.054;4;22;12.0;41604; ;
30;MINIMAX;1;0.05;4;23;14.0;29560;EMPATE;
1;MINIMAX;1;0.018;4;16;11.0;13602; ;
2;MINIMAX;2;0.026;4;19;13.0;19638; ;
3;MINIMAX;1;0.045;4;20;14.0;34205; ;
4;MINIMAX;2;0.057;4;20;13.0;41096; ;
5;MINIMAX;1;0.061;4;23;16.0;46937; ;
6;MINIMAX;2;0.117;4;23;15.0;84630; ;
7;MINIMAX;1;0.082;4;22;16.0;64392; ;
8;MINIMAX;2;0.105;4;25;17.0;81501; ;
9;MINIMAX;1;0.097;4;21;15.0;73104; ;
10;MINIMAX;2;0.075;4;24;16.0;56510; ;
11;MINIMAX;1;0.089;4;21;14.0;67015; ;
12;MINIMAX;2;0.059;4;23;14.0;43626; ;
13;MINIMAX;1;0.041;4;20;14.0;30858; ;
14;MINIMAX;2;0.074;4;24;16.0;56510; ;
15;MINIMAX;1;0.088;4;21;14.0;67015; ;
16;MINIMAX;2;0.06;4;23;14.0;43626; ;
17;MINIMAX;1;0.04;4;20;14.0;30858; ;
18;MINIMAX;2;0.074;4;24;16.0;56510; ;
19;MINIMAX;1;0.09;4;21;14.0;67015; ;
20;MINIMAX;2;0.055;4;23;14.0;43626; ;
21;MINIMAX;1;0.042;4;20;14.0;30858; ;
22;MINIMAX;2;0.072;4;24;16.0;56510; ;
23;MINIMAX;1;0.088;4;21;14.0;67015; ;
24;MINIMAX;2;0.055;4;23;14.0;43626; ;
25;MINIMAX;1;0.043;4;20;14.0;30858; ;
26;MINIMAX;2;0.074;4;24;16.0;56510; ;
27;MINIMAX;1;0.091;4;21;14.0;67015; ;
28;MINIMAX;2;0.057;4;23;14.0;43626; ;
29;MINIMAX;1;0.042;4;20;14.0;30858; ;
30;MINIMAX;2;0.073;4;24;16.0;56510;EMPATE;
1;MINIMAX;2;0.018;4;16;11.0;13602; ;
2;MINIMAX;1;0.026;4;19;13.0;19638; ;
3;MINIMAX;2;0.047;4;20;14.0;34205; ;
4;MINIMAX;1;0.054;4;20;13.0;41096; ;
5;MINIMAX;2;0.064;4;23;16.0;46937; ;
6;MINIMAX;1;0.065;4;23;12.0;51026; ;
7;MINIMAX;2;0.053;4;20;15.0;40018; ;
8;MINIMAX;1;0.06;4;20;13.0;45787; ;
9;MINIMAX;2;0.075;4;23;16.0;55836; ;
10;MINIMAX;1;0.075;4;23;13.0;57231; ;
11;MINIMAX;2;0.083;4;24;17.0;63360; ;
12;MINIMAX;1;0.072;4;23;13.0;55522; ;
13;MINIMAX;2;0.071;4;23;16.0;54507; ;
14;MINIMAX;1;0.077;4;23;14.0;58927;VITORIA;
1;MINIMAX;1;0.02;4;16;11.0;13602; ;
2;MINIMAX;2;0.027;4;19;13.0;19638; ;
3;MINIMAX;1;0.047;4;20;14.0;34205; ;
4;MINIMAX;2;0.056;4;21;13.0;42734; ;
5;MINIMAX;1;0.06;4;23;15.0;45274; ;
6;MINIMAX;2;0.089;4;22;16.0;69084; ;
7;MINIMAX;1;0.063;4;21;13.0;47826; ;
8;MINIMAX;2;0.047;4;21;14.0;37036; ;
9;MINIMAX;1;0.04;4;20;12.0;31000; ;
10;MINIMAX;2;0.054;4;23;16.0;40346; ;
11;MINIMAX;1;0.101;4;23;14.0;79361; ;
12;MINIMAX;2;0.111;4;25;16.0;84921; ;
13;MINIMAX;1;0.089;4;22;15.0;68790; ;
14;MINIMAX;2;0.057;4;24;15.0;42988; ;
15;MINIMAX;1;0.049;4;21;13.0;37654; ;
16;MINIMAX;2;0.03;4;19;12.0;21604; ;
17;MINIMAX;1;0.037;4;21;13.0;29674; ;
18;MINIMAX;2;0.047;4;20;14.0;35579; ;
19;MINIMAX;1;0.033;4;19;13.0;25922; ;
20;MINIMAX;2;0.029;4;19;12.0;21604; ;
21;MINIMAX;1;0.037;4;21;13.0;29674; ;
22;MINIMAX;2;0.048;4;20;14.0;35579; ;
23;MINIMAX;1;0.035;4;19;13.0;25922; ;
24;MINIMAX;2;0.028;4;19;12.0;21604; ;
25;MINIMAX;1;0.042;4;21;13.0;29674; ;
26;MINIMAX;2;0.057;4;21;13.0;43026; ;
27;MINIMAX;1;0.046;4;21;14.0;35467; ;
28;MINIMAX;2;0.034;4;18;13.0;26319; ;
29;MINIMAX;1;0.043;4;22;14.0;32869; ;
30;MINIMAX;2;0.04;4;19;13.0;30316;EMPATE;
1;MINIMAX;2;0.021;4;16;11.0;13602; ;
2;MINIMAX;1;0.027;4;19;12.0;19624; ;
3;MINIMAX;2;0.042;4;20;14.0;31692; ;
4;MINIMAX;1;0.074;4;23;15.0;56038; ;
5;MINIMAX;2;0.067;4;22;14.0;50773; ;
6;MINIMAX;1;0.084;4;26;17.0;61744; ;
7;MINIMAX;2;0.072;4;25;12.0;56841; ;
8;MINIMAX;1;0.068;4;27;19.0;51893; ;
9;MINIMAX;2;0.067;4;26;10.0;50839; ;
10;MINIMAX;1;0.031;4;25;16.0;23657; ;
11;MINIMAX;2;0.052;4;25;11.0;39749; ;
12;MINIMAX;1;0.053;4;26;17.0;39437; ;
13;MINIMAX;2;0.067;4;26;12.0;51139; ;
14;MINIMAX;1;0.042;4;23;14.0;32781; ;
15;MINIMAX;2;0.039;4;21;12.0;28390; ;
16;MINIMAX;1;0.055;4;26;16.0;40728; ;
